Circuit,Substation,Circuit Voltage (kV),Updated Date,Summer Load Capacity,Peak Load,Substation/Bank Rating (MW),NOTES
9213,JAMAICA,4,3/30/2026,0.637073016,464,467,NONE
9495,JAMAICA,4,3/30/2026,0.299544848,464,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
1206,CORONA NO.1,4,3/30/2026,0.122066914,363,467,RADIAL
SD2724,JAMAICA,4,3/30/2026,0,464,467,None
SD3110,BENSONHURST NO.2,4,3/30/2026,0,388,374,None
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
3041,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
1357,CORONA NO.1,4,3/30/2026,0.75333133,363,467,NONE
4421,JAMAICA,4,3/30/2026,0.41961987,464,467,NONE
3054,BENSONHURST NO.2,4,3/30/2026,0.772525329,388,374,NONE
9854,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
6421,BROWNSVILLE NO.2,4,3/30/2026,0.716942244,333,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
HBERMAN_6Q81,GLENDALE,27,3/30/2026,4.60372,253,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
MDVILLGE_6Q81,GLENDALE,27,3/30/2026,3.0658,253,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
8542,CORONA NO.1,4,3/30/2026,0.377151805,363,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
HBERMAN_6Q81,GLENDALE,27,3/30/2026,4.60372,253,467,NONE
8263,CORONA NO.1,4,3/30/2026,0.29830708,363,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
JNPVLLEY_6Q84,GLENDALE,27,3/30/2026,2.48209,253,467,NONE
MADISON_7B02,BENSONHURST NO.1,27,3/30/2026,3.23508,324,467,NONE
9344,JAMAICA,4,3/30/2026,0.228469043,464,467,NONE
7362,CORONA NO.1,4,3/30/2026,0.543583471,363,467,NONE
8716,CORONA NO.1,4,3/30/2026,0.085062676,363,467,NONE
7934,CORONA NO.1,4,3/30/2026,0.259953679,363,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
TILDEN_7B07,BENSONHURST NO.1,27,3/30/2026,1.41238,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
7791,CORONA NO.1,4,3/30/2026,0.244774814,363,467,NONE
3025,BENSONHURST NO.2,4,3/30/2026,0.270421945,388,374,NONE
3041,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
HBERMAN_6Q81,GLENDALE,27,3/30/2026,4.60372,253,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
1253,CORONA NO.1,4,3/30/2026,0.654267405,363,467,RADIAL
1813,CORONA NO.2,4,3/30/2026,0.749396198,411,467,NONE
3031,BENSONHURST NO.2,4,3/30/2026,0.941220898,388,374,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
1905,CORONA NO.2,4,3/30/2026,0.256060039,411,467,RADIAL
8185,CORONA NO.2,4,3/30/2026,0.567558564,411,467,NONE
6421,BROWNSVILLE NO.2,4,3/30/2026,0.716942244,333,467,NONE
4421,JAMAICA,4,3/30/2026,0.41961987,464,467,NONE
8494,CORONA NO.2,4,3/30/2026,0.300748488,411,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
6613,BROWNSVILLE NO.2,4,3/30/2026,0.553422379,333,467,NONE
6613,BROWNSVILLE NO.2,4,3/30/2026,0.553422379,333,467,NONE
7705,CORONA NO.1,4,3/30/2026,0.759119402,363,467,RADIAL
5736,JAMAICA,4,3/30/2026,1.2798,464,467,NONE
SD2724,JAMAICA,4,3/30/2026,0,464,467,None
9573,JAMAICA,4,3/30/2026,0.579760531,464,467,NONE
6421,BROWNSVILLE NO.2,4,3/30/2026,0.716942244,333,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
MDVILLGE_6Q81,GLENDALE,27,3/30/2026,3.0658,253,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
1905,CORONA NO.2,4,3/30/2026,0.256060039,411,467,RADIAL
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
8341,CORONA NO.1,4,3/30/2026,0,363,467,NONE
7467,CORONA NO.1,4,3/30/2026,0.761685999,363,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
1453,CORONA NO.1,4,3/30/2026,0.047018815,363,467,NONE
TILDEN_7B07,BENSONHURST NO.1,27,3/30/2026,1.41238,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
HBERMAN_6Q81,GLENDALE,27,3/30/2026,4.60372,253,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
3040,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
SD3110,BENSONHURST NO.2,4,3/30/2026,0,388,374,None
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
6262,BROWNSVILLE NO.2,4,3/30/2026,0.556730179,333,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
7934,CORONA NO.1,4,3/30/2026,0.259953679,363,467,NONE
6163,BROWNSVILLE NO.2,4,3/30/2026,0.209586791,333,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
5607,JAMAICA,4,3/30/2026,0.265119106,464,467,RADIAL
1201,CORONA NO.1,4,3/30/2026,0,363,467,RADIAL
5481,JAMAICA,4,3/30/2026,0,464,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
6163,BROWNSVILLE NO.2,4,3/30/2026,0.209586791,333,467,NONE
8185,CORONA NO.2,4,3/30/2026,0.567558564,411,467,NONE
6613,BROWNSVILLE NO.2,4,3/30/2026,0.553422379,333,467,NONE
HBERMAN_6Q81,GLENDALE,27,3/30/2026,4.60372,253,467,NONE
1202,CORONA NO.1,4,3/30/2026,0.200112857,363,467,RADIAL
4743,JAMAICA,4,3/30/2026,0.358826484,464,467,NONE
8185,CORONA NO.2,4,3/30/2026,0.567558564,411,467,NONE
3057,BENSONHURST NO.2,4,3/30/2026,0.548074929,388,374,NONE
4347,JAMAICA,4,3/30/2026,0.490790529,464,467,NONE
1203,CORONA NO.1,4,3/30/2026,0,363,467,RADIAL
1204,CORONA NO.1,4,3/30/2026,0.089414727,363,467,RADIAL
1206,CORONA NO.1,4,3/30/2026,0.122066914,363,467,RADIAL
1208,CORONA NO.1,4,3/30/2026,0,363,467,RADIAL
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
LRELHILL_6Q83,GLENDALE,27,3/30/2026,6.65795,253,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
9437,JAMAICA,4,3/30/2026,0,464,467,NONE
1202,CORONA NO.1,4,3/30/2026,0.200112857,363,467,RADIAL
5609,JAMAICA,4,3/30/2026,0.471447096,464,467,RADIAL
L11,BROWNSVILLE NO.2,4,3/30/2026,0.727016026,333,467,RADIAL
L18,BROWNSVILLE NO.2,4,3/30/2026,0.335956775,333,467,RADIAL
L6,BROWNSVILLE NO.2,4,3/30/2026,0.859205657,333,467,RADIAL
L8,BROWNSVILLE NO.2,4,3/30/2026,0.077538157,333,467,RADIAL
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9522,BROWNSVILLE NO.2,4,3/30/2026,0.071149973,333,467,NONE
9854,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
1453,CORONA NO.1,4,3/30/2026,0.047018815,363,467,NONE
9266,JAMAICA,4,3/30/2026,0.328918786,464,467,NONE
9324,JAMAICA,4,3/30/2026,0.261323559,464,467,NONE
8274,CORONA NO.1,4,3/30/2026,0.365573703,363,467,NONE
HBERMAN_6Q82,GLENDALE,27,3/30/2026,2.01854,253,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
8774,CORONA NO.1,4,3/30/2026,0.318655156,363,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9359,JAMAICA,4,3/30/2026,0.270510836,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
4726,JAMAICA,4,3/30/2026,0.420750083,464,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
1357,CORONA NO.1,4,3/30/2026,0.75333133,363,467,NONE
7791,CORONA NO.1,4,3/30/2026,0.244774814,363,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
L11,BROWNSVILLE NO.2,4,3/30/2026,0.727016026,333,467,RADIAL
L6,BROWNSVILLE NO.2,4,3/30/2026,0.859205657,333,467,RADIAL
L8,BROWNSVILLE NO.2,4,3/30/2026,0.077538157,333,467,RADIAL
4421,JAMAICA,4,3/30/2026,0.41961987,464,467,NONE
4451,JAMAICA,4,3/30/2026,0.340315743,464,467,NONE
9213,JAMAICA,4,3/30/2026,0.637073016,464,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
3041,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
3046,BENSONHURST NO.2,4,3/30/2026,0.635205089,388,374,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
5608,JAMAICA,4,3/30/2026,0.432724509,464,467,RADIAL
7705,CORONA NO.1,4,3/30/2026,0.759119402,363,467,RADIAL
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
1205,CORONA NO.1,4,3/30/2026,0,363,467,RADIAL
HBERMAN_6Q82,GLENDALE,27,3/30/2026,2.01854,253,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
SD3110,BENSONHURST NO.2,4,3/30/2026,0,388,374,None
3040,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
9495,JAMAICA,4,3/30/2026,0.299544848,464,467,NONE
SD2724,JAMAICA,4,3/30/2026,0,464,467,None
8674,CORONA NO.1,4,3/30/2026,0.459291376,363,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
9359,JAMAICA,4,3/30/2026,0.270510836,464,467,NONE
6262,BROWNSVILLE NO.2,4,3/30/2026,0.556730179,333,467,NONE
9231,BROWNSVILLE NO.2,4,3/30/2026,0.220679794,333,467,NONE
9825,BROWNSVILLE NO.2,4,3/30/2026,0.035775531,333,467,NONE
JNPVLLEY_6Q84,GLENDALE,27,3/30/2026,2.48209,253,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
1518,CORONA NO.2,4,3/30/2026,0.350160279,411,467,RADIAL
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
5481,JAMAICA,4,3/30/2026,0,464,467,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
3041,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
1202,CORONA NO.1,4,3/30/2026,0.200112857,363,467,RADIAL
1905,CORONA NO.2,4,3/30/2026,0.256060039,411,467,RADIAL
SD2718,CORONA NO.1,4,3/30/2026,0,363,467,None
7934,CORONA NO.1,4,3/30/2026,0.259953679,363,467,NONE
5481,JAMAICA,4,3/30/2026,0,464,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
HBERMAN_6Q82,GLENDALE,27,3/30/2026,2.01854,253,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
6882,JAMAICA,4,3/30/2026,0.349091896,464,467,NONE
9246,JAMAICA,4,3/30/2026,0.036399471,464,467,NONE
3040,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
L11,BROWNSVILLE NO.2,4,3/30/2026,0.727016026,333,467,RADIAL
L18,BROWNSVILLE NO.2,4,3/30/2026,0.335956775,333,467,RADIAL
L6,BROWNSVILLE NO.2,4,3/30/2026,0.859205657,333,467,RADIAL
L8,BROWNSVILLE NO.2,4,3/30/2026,0.077538157,333,467,RADIAL
MARINE_7B01,BENSONHURST NO.1,27,3/30/2026,3.63662,324,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
7287,CORONA NO.2,4,3/30/2026,0.362165455,411,467,NONE
8124,CORONA NO.2,4,3/30/2026,1.100088684,411,467,NONE
1813,CORONA NO.2,4,3/30/2026,0.749396198,411,467,NONE
1986,CORONA NO.2,4,3/30/2026,0,411,467,NONE
SD2735,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
1202,CORONA NO.1,4,3/30/2026,0.200112857,363,467,RADIAL
1295,CORONA NO.1,4,3/30/2026,0.033129267,363,467,RADIAL
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
7258,CORONA NO.2,4,3/30/2026,0.450255428,411,467,NONE
6163,BROWNSVILLE NO.2,4,3/30/2026,0.209586791,333,467,NONE
6846,JAMAICA,4,3/30/2026,0.596564211,464,467,NONE
9567,JAMAICA,4,3/30/2026,0.414732488,464,467,NONE
SD3152,BROWNSVILLE NO.2,4,3/30/2026,0,333,467,NONE
HBERMAN_6Q82,GLENDALE,27,3/30/2026,2.01854,253,467,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
3040,BENSONHURST NO.2,4,3/30/2026,1.1502,388,374,NONE
SD3110,BENSONHURST NO.2,4,3/30/2026,0,388,374,None
L4,BROWNSVILLE NO.2,4,3/30/2026,0.675743009,333,467,RADIAL
SD3110,BENSONHURST NO.2,4,3/30/2026,0,388,374,None
3013,BENSONHURST NO.2,4,3/30/2026,0.424227126,388,374,NONE
4762,JAMAICA,4,3/30/2026,0.608211763,464,467,NONE
6163,BROWNSVILLE NO.2,4,3/30/2026,0.209586791,333,467,NONE
REGENT_17W30,HARRISON,13,3/30/2026,0.7149,202,262,NONE
SCARBO_6W63,OSSINING WEST,13,3/30/2026,0.47267,65,131,NONE
23U2,WHITE PLAINS,4,3/30/2026,0.843534294,218,262,NONE
GLENWD_15W06,GRANITE HILL,13,3/30/2026,0,214,248,NONE
FRANKL_13W76,BUCHANAN,13,3/30/2026,0.37916,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
62U2,ELMSFORD NO.2,4,3/30/2026,0.240983525,157,255,NONE
SCARBO_6W63,OSSINING WEST,13,3/30/2026,0.47267,65,131,NONE
UNIAVE_17W31,HARRISON,13,3/30/2026,0.37698,202,262,NONE
1U4,ELMSFORD NO.2,4,3/30/2026,0.20369928,157,255,NONE
FENIMO_17W56,HARRISON,13,3/30/2026,0.15148,202,262,NONE
RYE_17W46,HARRISON,13,3/30/2026,2.72452,202,262,NONE
MACQUE_9W65,WASHINGTON STREET,13,3/30/2026,4.24439,202,264,NONE
UNIAVE_17W31,HARRISON,13,3/30/2026,0.37698,202,262,NONE
6U1,WASHINGTON STREET,4,3/30/2026,0.185721499,202,264,NONE
GARDEN_9W73,WASHINGTON STREET,13,3/30/2026,0,202,264,NONE
ARDS_12W72,ELMSFORD NO.2,13,3/30/2026,0.20265,157,255,NONE
GLENWD_15W06,GRANITE HILL,13,3/30/2026,0,214,248,NONE
ARDS_12W95,ELMSFORD NO.2,13,3/30/2026,3.95167,157,255,NONE
STADIM_7X89,PARKCHESTER NO.1,13,3/30/2026,0,205,240,NONE
84U3,WHITE PLAINS,4,3/30/2026,0.05725778,218,262,NONE
UNIAVE_17W31,HARRISON,13,3/30/2026,0.37698,202,262,NONE
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
RYE_17W46,HARRISON,13,3/30/2026,2.72452,202,262,NONE
FRANKL_13W83,BUCHANAN,13,3/30/2026,2.74432,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
71U4,CEDAR STREET,4,3/30/2026,0,103,196,RADIAL. This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
BANKSVL_14W10,PLEASANTVILLE,13,3/30/2026,0.41023,76,131,NONE
ARDS_12W95,ELMSFORD NO.2,13,3/30/2026,3.95167,157,255,NONE
REGENT_17W34,HARRISON,13,3/30/2026,0.59091,202,262,NONE
MEETHS_7W46,MILLWOOD WEST,13,3/30/2026,0.3718,66,131,NONE
MEETHS_7W46,MILLWOOD WEST,13,3/30/2026,0.3718,66,131,NONE
WOLDEN_6W63,OSSINING WEST,13,3/30/2026,1.3244,65,131,NONE
MEETHS_7W42,MILLWOOD WEST,13,3/30/2026,1.46848,66,131,NONE
FERN_12W93,ELMSFORD NO.2,13,3/30/2026,3.15233,157,255,NONE
POCANT_19W30,GRASSLANDS,13,3/30/2026,3.63644,102,195,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
GLENWD_15W03,GRANITE HILL,13,3/30/2026,0.75627,214,248,NONE
SCARBO_6W63,OSSINING WEST,13,3/30/2026,0.47267,65,131,NONE
ARDS_12W95,ELMSFORD NO.2,13,3/30/2026,3.95167,157,255,NONE
GRIFFN_17W31,HARRISON,13,3/30/2026,0.51809,202,262,NONE
SCARBO_6W63,OSSINING WEST,13,3/30/2026,0.47267,65,131,NONE
91U4,WASHINGTON STREET,4,3/30/2026,0.220267147,202,264,NONE
MEETHS_7W42,MILLWOOD WEST,13,3/30/2026,1.46848,66,131,NONE
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
FENIMO_17W41,HARRISON,13,3/30/2026,1.79382,202,262,NONE
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
SOSIDE_9W68,WASHINGTON STREET,13,3/30/2026,0,202,264,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
FERN_12W93,ELMSFORD NO.2,13,3/30/2026,3.15233,157,255,NONE
GLENWD_15W06,GRANITE HILL,13,3/30/2026,0,214,248,NONE
UNIAVE_17W31,HARRISON,13,3/30/2026,0.37698,202,262,NONE
LUDLOW_10W85,GRANITE HILL,13,3/30/2026,0.17638,214,248,NONE
BONWIT_17W48,HARRISON,13,3/30/2026,1.04454,202,262,NONE
FERN_12W93,ELMSFORD NO.2,13,3/30/2026,3.15233,157,255,NONE
GRIFFN_17W31,HARRISON,13,3/30/2026,0.51809,202,262,NONE
SCARBO_6W64,OSSINING WEST,13,3/30/2026,0.63328,65,131,NONE
UNIAVE_17W40,HARRISON,13,3/30/2026,1.37536,202,262,NONE
GRIFFN_17W31,HARRISON,13,3/30/2026,0.51809,202,262,NONE
SOSIDE_9W68,WASHINGTON STREET,13,3/30/2026,0,202,264,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
UNIAVE_17W40,HARRISON,13,3/30/2026,1.37536,202,262,NONE
BANKSVL_14W10,PLEASANTVILLE,13,3/30/2026,0.41023,76,131,NONE
GRIFFN_17W31,HARRISON,13,3/30/2026,0.51809,202,262,NONE
GRIFFN_17W31,HARRISON,13,3/30/2026,0.51809,202,262,NONE
30U3,CEDAR STREET,4,3/30/2026,0.231508606,103,196,NONE
REGENT_17W30,HARRISON,13,3/30/2026,0.7149,202,262,NONE
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
SCARBO_6W63,OSSINING WEST,13,3/30/2026,0.47267,65,131,NONE
MEETHS_7W42,MILLWOOD WEST,13,3/30/2026,1.46848,66,131,NONE
MEETHS_7W42,MILLWOOD WEST,13,3/30/2026,1.46848,66,131,NONE
FRANKL_13W83,BUCHANAN,13,3/30/2026,2.74432,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
STADIM_7X89,PARKCHESTER NO.1,13,3/30/2026,0,205,240,NONE
GARDEN_9W73,WASHINGTON STREET,13,3/30/2026,0,202,264,NONE
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
REGENT_17W34,HARRISON,13,3/30/2026,0.59091,202,262,NONE
FENIMO_17W41,HARRISON,13,3/30/2026,1.79382,202,262,NONE
25U1,PLEASANTVILLE,4,3/30/2026,0.125644273,76,131,NONE
FRANKL_13W83,BUCHANAN,13,3/30/2026,2.74432,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
FENIMO_17W41,HARRISON,13,3/30/2026,1.79382,202,262,NONE
FERN_12W93,ELMSFORD NO.2,13,3/30/2026,3.15233,157,255,NONE
23U2,WHITE PLAINS,4,3/30/2026,0.843534294,218,262,NONE
38U1,GRANITE HILL,4,3/30/2026,0.476038973,214,248,NONE
HARBOR_17W52,HARRISON,13,3/30/2026,0,202,262,NONE
FERN_12W91,ELMSFORD NO.2,13,3/30/2026,2.2967,157,255,NONE
FERN_12W93,ELMSFORD NO.2,13,3/30/2026,3.15233,157,255,NONE
5131,PARKCHESTER NO.2,4,3/30/2026,0.22105446,104,196,Contact company for LSRV information
FENIMO_17W56,HARRISON,13,3/30/2026,0.15148,202,262,NONE
GLENWD_15W06,GRANITE HILL,13,3/30/2026,0,214,248,NONE
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
ARDS_12W95,ELMSFORD NO.2,13,3/30/2026,3.95167,157,255,NONE
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
THORNW_19W24,GRASSLANDS,13,3/30/2026,2.0265,102,195,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
ARDS_12W95,ELMSFORD NO.2,13,3/30/2026,3.95167,157,255,NONE
REGENT_17W34,HARRISON,13,3/30/2026,0.59091,202,262,NONE
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
5561,WASHINGTON STREET,4,3/30/2026,0.416754567,202,264,Contact company for LSRV information
REGENT_17W34,HARRISON,13,3/30/2026,0.59091,202,262,NONE
FRANKL_13W76,BUCHANAN,13,3/30/2026,0.37916,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
REGENT_17W34,HARRISON,13,3/30/2026,0.59091,202,262,NONE
GREENV_12W92,ELMSFORD NO.2,13,3/30/2026,1.20162,157,255,NONE
WOLDEN_7W47,MILLWOOD WEST,13,3/30/2026,2.1844,66,131,NONE
GLENWD_15W03,GRANITE HILL,13,3/30/2026,0.75627,214,248,NONE
ARDS_12W72,ELMSFORD NO.2,13,3/30/2026,0.20265,157,255,NONE
FENIMO_17W56,HARRISON,13,3/30/2026,0.15148,202,262,NONE
HARRISN_17W40,HARRISON,13,3/30/2026,0.25709,202,262,NONE
38U2,GRANITE HILL,4,3/30/2026,0.214535804,214,248,RADIAL
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
SOSIDE_9W69,WASHINGTON STREET,13,3/30/2026,1.35654,202,264,This line may not be able to accept additional projects over 50kW. Please email dgexpert@coned.com for further information.
GRIFFN_17W54,HARRISON,13,3/30/2026,5.16647,202,262,NONE
ARDS_12W72,ELMSFORD NO.2,13,3/30/2026,0.20265,157,255,NONE
GRIFFN_17W31,HARRISON,13,3/30/2026,0.51809,202,262,NONE
UNIAVE_17W40,HARRISON,13,3/30/2026,1.37536,202,262,NONE
FRANKL_13W76,BUCHANAN,13,3/30/2026,0.37916,116,175,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
SCARBO_6W64,OSSINING WEST,13,3/30/2026,0.63328,65,131,NONE
UNIAVE_17W31,HARRISON,13,3/30/2026,0.37698,202,262,NONE
